frequency,recency,T,monetary_value,proba_alive,Pred_future_trans,Val_moy_attendu,CLV_predict
2.0,865.0,934.0,1657.5,0.9999999997068367,0.08,1902.47,149.11
1.0,440.0,440.0,2914.99,1.0,0.09,3921.71,338.68
2.0,506.0,968.0,1555.29,0.9999999949011396,0.08,1785.27,137.05
5.0,1008.0,1065.0,1821.04,0.9999999997838822,0.12,1919.92,236.76
6.0,990.0,1019.0,2878.16,0.9999999998922304,0.15,3006.93,433.07
3.0,183.0,474.0,1820.67,0.9999999915775318,0.14,1991.59,268.67
1.0,507.0,660.0,369.07,0.9999999988711645,0.07,500.12,36.15
4.0,944.0,988.0,2566.36,0.9999999998277191,0.11,2742.6,305.17
3.0,314.0,658.0,2582.75,0.9999999934657124,0.12,2824.74,329.02
1.0,159.0,352.0,1333.74,0.999999995931286,0.09,1796.59,168.27
7.0,924.0,1058.0,2228.63,0.999999999300649,0.16,2313.66,365.11
3.0,748.0,766.0,2752.92,0.9999999999146159,0.11,3010.78,324.67
3.0,530.0,890.0,977.19,0.9999999960374835,0.1,1069.44,106.27
1.0,375.0,413.0,3503.96,0.9999999996444271,0.09,4713.26,417.01
5.0,772.0,956.0,3755.01,0.9999999988123893,0.13,3958.22,520.45
3.0,684.0,949.0,1379.04,0.999999998098891,0.1,1508.77,144.52
2.0,838.0,1014.0,5244.33,0.9999999991532125,0.08,6015.63,449.35
6.0,862.0,911.0,2426.58,0.999999999780828,0.16,2535.23,389.78
5.0,686.0,1011.0,3154.33,0.9999999967133246,0.13,3325.14,423.07
2.0,769.0,899.0,652.5,0.9999999993434976,0.08,750.0,60.08
1.0,521.0,549.0,6488.56,0.9999999998111189,0.08,8724.41,687.13
4.0,752.0,1010.0,2616.64,0.9999999981834298,0.11,2796.32,307.12
2.0,887.0,997.0,1427.66,0.9999999995285853,0.08,1638.91,123.66
1.0,190.0,996.0,2075.19,0.9999999763347828,0.06,2793.06,161.64
2.0,258.0,520.0,6859.84,0.9999999955326762,0.11,7868.2,827.8
2.0,167.0,232.0,2879.08,0.9999999986499009,0.14,3303.31,456.17
1.0,349.0,547.0,6108.44,0.9999999978648229,0.08,8213.55,647.94
2.0,613.0,874.0,2161.38,0.999999998110159,0.08,2480.29,201.86
2.0,276.0,879.0,3023.28,0.9999999849178818,0.08,3468.67,281.4
3.0,1041.0,1043.0,3342.99,0.9999999999933122,0.09,3655.89,331.19
4.0,500.0,1066.0,1654.18,0.9999999878615972,0.11,1768.07,187.99
1.0,312.0,941.0,1436.5,0.9999999897517798,0.06,1934.69,115.74
5.0,702.0,876.0,2667.03,0.9999999987730308,0.14,2811.55,388.57
1.0,417.0,627.0,564.66,0.9999999980684506,0.07,762.98,56.53
4.0,569.0,1037.0,1555.84,0.9999999930976184,0.11,1663.01,179.79
3.0,804.0,1024.0,1614.77,0.9999999987575543,0.09,1766.48,161.8
3.0,817.0,1047.0,1631.72,0.9999999987077077,0.09,1785.02,161.34
1.0,209.0,413.0,6060.92,0.9999999965366797,0.09,8149.69,721.05
2.0,962.0,995.0,2598.96,0.9999999998777163,0.08,2982.08,225.27
4.0,858.0,925.0,2236.52,0.999999999700504,0.12,2390.21,276.34
2.0,761.0,1005.0,1845.35,0.999999998617767,0.08,2117.89,159.04
6.0,1059.0,1088.0,3354.23,0.9999999998994462,0.14,3504.21,485.1
2.0,614.0,1045.0,3266.93,0.9999999962874184,0.07,3748.07,274.97
2.0,246.0,914.0,1043.67,0.9999999795155996,0.08,1198.57,95.11
3.0,639.0,641.0,1526.0,0.9999999999891014,0.12,1669.44,196.94
1.0,395.0,523.0,2196.74,0.9999999988162716,0.08,2956.42,237.84
2.0,449.0,680.0,1526.0,0.999999997768654,0.09,1751.68,162.76
1.0,300.0,661.0,4729.4,0.9999999950316254,0.07,6360.19,459.38
2.0,522.0,764.0,1674.08,0.9999999979698171,0.09,1921.49,168.22
4.0,812.0,928.0,4371.38,0.9999999994072444,0.12,4671.0,539.03
6.0,919.0,1087.0,3882.97,0.9999999990906323,0.14,4056.51,561.87
1.0,180.0,540.0,956.93,0.9999999923841328,0.08,1290.17,102.36
3.0,925.0,1088.0,2780.92,0.9999999992631841,0.09,3041.4,268.55
1.0,107.0,358.0,4402.32,0.9999999927223784,0.09,5920.61,551.34
1.0,881.0,988.0,632.06,0.9999999995550559,0.06,853.56,49.63
1.0,397.0,522.0,1380.14,0.9999999988512767,0.08,1858.95,149.67
2.0,294.0,420.0,701.12,0.9999999983616235,0.12,805.75,92.41
4.0,1044.0,1067.0,1327.66,0.999999999921074,0.11,1419.23,150.82
1.0,495.0,1038.0,5816.72,0.9999999947193186,0.06,7821.49,441.63
1.0,818.0,1070.0,2380.17,0.9999999987787929,0.06,3202.94,177.56
4.0,427.0,1011.0,1992.32,0.9999999838464697,0.11,2129.32,233.73
4.0,622.0,710.0,2146.46,0.9999999994310658,0.13,2294.0,305.96
1.0,284.0,860.0,1584.57,0.9999999901830593,0.06,2133.69,134.32
5.0,973.0,1023.0,2764.27,0.9999999998056432,0.13,2914.04,368.17
4.0,963.0,1068.0,4728.85,0.9999999995604083,0.11,5052.91,536.65
6.0,864.0,987.0,2255.67,0.9999999993535766,0.15,2356.7,345.9
2.0,912.0,1021.0,812.18,0.9999999995464204,0.08,933.11,69.42
2.0,879.0,1016.0,3029.91,0.9999999993936652,0.08,3476.27,259.36
3.0,653.0,691.0,4864.95,0.9999999997882125,0.11,5319.79,604.82
2.0,702.0,978.0,2070.22,0.9999999982432624,0.08,2375.76,181.29
3.0,761.0,1066.0,2587.54,0.9999999979537917,0.09,2829.98,253.01
1.0,569.0,878.0,1421.03,0.9999999977637308,0.06,1913.9,119.1
5.0,545.0,799.0,2520.73,0.9999999971031135,0.15,2657.36,386.26
2.0,432.0,717.0,365.2,0.9999999969610818,0.09,420.54,38.05
1.0,562.0,845.0,7596.88,0.9999999979599765,0.06,10213.94,649.26
2.0,706.0,728.0,1347.0,0.9999999998897438,0.09,1546.41,138.82
9.0,967.0,1006.0,2973.92,0.999999999842875,0.2,3061.31,605.19
5.0,1042.0,1066.0,1816.62,0.9999999999167901,0.12,1915.26,236.05
3.0,796.0,1034.0,2687.36,0.9999999986093675,0.09,2939.11,267.65
3.0,484.0,1092.0,4275.61,0.999999988924878,0.09,4675.49,411.91
4.0,748.0,1031.0,2106.13,0.9999999979065504,0.11,2250.91,244.2
4.0,545.0,708.0,2410.28,0.9999999986114987,0.13,2575.85,344.05
1.0,251.0,319.0,5339.36,0.9999999990609874,0.1,7179.95,694.47
5.0,623.0,676.0,3326.27,0.9999999996709259,0.16,3506.35,555.59
2.0,547.0,818.0,2780.73,0.9999999977665348,0.09,3190.53,269.31
4.0,267.0,360.0,2883.22,0.9999999985765806,0.18,3081.12,548.01
3.0,834.0,933.0,4319.44,0.9999999995370736,0.1,4723.4,456.92
6.0,959.0,985.0,1796.36,0.9999999999007714,0.15,1876.93,275.81
2.0,744.0,1085.0,896.16,0.9999999978304888,0.07,1029.41,73.82
2.0,397.0,866.0,1454.73,0.9999999932219545,0.08,1669.95,136.61
1.0,565.0,814.0,4399.0,0.99999999825146,0.07,5916.15,383.82
1.0,681.0,784.0,2733.77,0.9999999994468658,0.07,3678.16,243.49
3.0,722.0,948.0,4396.43,0.9999999985516517,0.1,4807.58,460.8
3.0,868.0,966.0,2325.66,0.999999999560965,0.1,2543.68,241.16
3.0,943.0,982.0,874.06,0.9999999998500428,0.09,956.69,89.83
2.0,249.0,444.0,4875.81,0.9999999968258386,0.11,5593.04,627.89
7.0,840.0,872.0,2458.78,0.9999999998567637,0.18,2552.54,450.8
1.0,300.0,459.0,3266.38,0.9999999980728842,0.09,4393.96,373.19
3.0,602.0,929.0,3689.6,0.9999999970397808,0.1,4034.82,391.27
6.0,1003.0,1006.0,1997.1,0.999999999989549,0.15,2086.61,302.83
1.0,451.0,531.0,448.63,0.9999999993635305,0.08,607.04,48.52
3.0,546.0,1019.0,1332.26,0.9999999940094617,0.09,1457.63,133.9
1.0,734.0,1030.0,1712.75,0.9999999983565915,0.06,2305.96,130.81
1.0,147.0,961.0,645.32,0.9999999703522249,0.06,871.39,51.5
1.0,69.0,823.0,2886.26,0.9999999561579239,0.07,3883.1,250.42
3.0,250.0,662.0,3207.82,0.9999999887526688,0.12,3508.11,407.41
3.0,457.0,848.0,4095.87,0.9999999946443456,0.1,4478.98,457.23
3.0,544.0,827.0,2975.03,0.9999999973120033,0.1,3253.61,336.74
3.0,862.0,963.0,589.7,0.9999999995426212,0.1,645.81,61.34
1.0,474.0,644.0,5277.48,0.9999999986484474,0.07,7096.78,519.12
4.0,982.0,998.0,2875.49,0.9999999999421412,0.11,3072.86,339.89
5.0,452.0,822.0,3355.44,0.9999999928080037,0.14,3537.1,506.32
5.0,821.0,896.0,794.94,0.9999999996354196,0.14,838.47,114.42
3.0,882.0,922.0,3503.96,0.9999999998351938,0.1,3831.87,373.2
3.0,229.0,1020.0,2016.99,0.9999999503719941,0.09,2206.22,202.56
1.0,207.0,993.0,2461.94,0.9999999789125582,0.06,3312.83,192.06
2.0,476.0,477.0,2750.9,0.9999999999926965,0.11,3156.32,344.31
1.0,483.0,761.0,1054.17,0.9999999976824736,0.07,1420.86,95.55
1.0,442.0,545.0,2172.43,0.9999999991551058,0.08,2923.75,231.02
6.0,838.0,852.0,2401.53,0.999999999940212,0.16,2509.06,400.52
2.0,657.0,981.0,1170.2,0.9999999976781482,0.08,1343.67,102.35
2.0,444.0,644.0,1713.86,0.9999999981106156,0.1,1967.1,187.71
2.0,656.0,754.0,1351.97,0.9999999994346376,0.09,1552.11,136.82
3.0,691.0,773.0,2177.59,0.9999999995439177,0.11,2381.8,255.61
2.0,751.0,880.0,1985.13,0.9999999993330992,0.08,2278.18,184.7
1.0,178.0,278.0,2327.13,0.9999999981187913,0.1,3131.66,315.74
3.0,676.0,863.0,2254.94,0.9999999987783077,0.1,2466.36,249.34
1.0,202.0,1055.0,3113.89,0.999999975265145,0.06,4189.02,234.22
4.0,731.0,897.0,2127.95,0.999999998968071,0.12,2274.22,267.57
3.0,509.0,528.0,3996.05,0.9999999998672344,0.13,4369.85,563.34
6.0,684.0,982.0,3284.43,0.9999999967751549,0.15,3431.3,505.13
3.0,642.0,996.0,1929.7,0.9999999969054076,0.09,2110.79,196.55
3.0,382.0,774.0,3187.56,0.9999999934244059,0.11,3485.96,373.85
2.0,809.0,875.0,3296.22,0.9999999997006359,0.08,3781.66,307.58
1.0,651.0,717.0,2979.08,0.9999999996364015,0.07,4007.84,277.95
3.0,760.0,877.0,3164.72,0.9999999993837105,0.1,3460.99,346.77
2.0,624.0,693.0,3370.25,0.9999999995922335,0.09,3866.55,355.89
1.0,638.0,834.0,4256.46,0.9999999988175541,0.06,5724.58,366.52
2.0,778.0,960.0,4439.34,0.9999999990484856,0.08,5092.52,392.85
1.0,392.0,448.0,1944.8,0.9999999994949027,0.09,2617.82,224.49
2.0,448.0,838.0,1533.74,0.9999999954815719,0.08,1760.55,146.66
4.0,263.0,441.0,2487.63,0.9999999966739008,0.17,2658.49,438.96
3.0,739.0,944.0,588.23,0.9999999987543615,0.1,644.2,61.9
3.0,365.0,463.0,5928.32,0.9999999989394379,0.14,6482.34,882.81
3.0,960.0,1002.0,1523.8,0.9999999998408897,0.09,1667.03,154.68
2.0,547.0,1010.0,5058.14,0.9999999953063341,0.08,5802.12,434.42
5.0,459.0,1047.0,3177.76,0.9999999798808443,0.13,3349.83,417.38
6.0,395.0,898.0,2644.63,0.999999977521702,0.16,2762.99,428.27
3.0,853.0,977.0,3171.72,0.9999999994164732,0.1,3468.64,326.68
3.0,757.0,779.0,1986.05,0.9999999998963995,0.11,2172.39,232.18
1.0,990.0,1049.0,2912.78,0.9999999997870233,0.06,3918.74,219.87
1.0,219.0,219.0,2794.54,1.0,0.11,3759.83,403.7
3.0,594.0,807.0,2287.35,0.9999999983419054,0.11,2501.79,262.39
4.0,535.0,674.0,1327.66,0.9999999988457746,0.14,1419.23,194.29
2.0,386.0,1021.0,4569.18,0.9999999884132938,0.08,5241.41,389.92
1.0,494.0,931.0,5604.56,0.9999999960409043,0.06,7536.36,453.63
1.0,18.0,664.0,167.96,0.9999999342229501,0.07,229.84,16.56
2.0,554.0,669.0,2627.14,0.9999999992008444,0.09,3014.4,282.35
3.0,340.0,468.0,1465.23,0.9999999984469536,0.14,1603.0,217.37
2.0,297.0,712.0,3887.39,0.9999999924731876,0.09,4459.58,404.9
5.0,528.0,1027.0,1806.45,0.9999999889946952,0.13,1904.55,240.06
2.0,713.0,1089.0,1145.88,0.9999999974061511,0.07,1315.78,94.14
1.0,443.0,554.0,7099.62,0.9999999990878152,0.08,9545.65,748.79
2.0,726.0,726.0,2906.7,1.0,0.09,3334.98,299.8
1.0,524.0,1041.0,1421.03,0.999999995339452,0.06,1913.9,107.88
5.0,871.0,1020.0,2739.96,0.9999999992183404,0.13,2888.41,365.57
5.0,805.0,876.0,3537.99,0.9999999996502784,0.14,3729.5,515.44
1.0,18.0,655.0,592.28,0.9999999356952965,0.07,800.1,58.05
1.0,677.0,1018.0,3285.16,0.999999997887798,0.06,4419.2,252.45
4.0,747.0,1061.0,3525.78,0.9999999975450067,0.11,3767.6,401.74
3.0,493.0,902.0,2838.38,0.9999999947130289,0.1,3104.21,306.13
6.0,694.0,848.0,3059.01,0.9999999988798278,0.16,3195.84,511.47
2.0,862.0,869.0,1725.46,0.999999999971632,0.08,1980.41,161.69
5.0,844.0,896.0,3907.5,0.9999999997647897,0.14,4118.94,562.08
1.0,933.0,1011.0,1200.03,0.9999999996983127,0.06,1616.89,92.75
2.0,480.0,1050.0,1632.64,0.9999999924570872,0.07,1873.97,137.08
1.0,617.0,725.0,1275.17,0.9999999993586757,0.07,1717.87,118.46
2.0,708.0,912.0,3071.35,0.999999998798812,0.08,3523.79,279.98
4.0,696.0,855.0,2425.48,0.9999999989692081,0.12,2592.09,313.26
1.0,399.0,898.0,6889.68,0.9999999941742155,0.06,9263.5,569.18
2.0,224.0,528.0,2301.16,0.9999999937931265,0.11,2640.58,275.99
6.0,823.0,1010.0,2758.08,0.9999999987935726,0.15,2881.5,417.2
1.0,49.0,776.0,1969.11,0.9999999498374791,0.07,2650.49,176.41
5.0,520.0,730.0,2255.97,0.9999999977288778,0.15,2378.32,362.51
7.0,977.0,1059.0,2192.95,0.999999999646775,0.16,2276.62,359.07
2.0,555.0,961.0,2481.83,0.999999996193049,0.08,2847.77,219.55
7.0,677.0,895.0,2620.74,0.9999999978863447,0.18,2720.65,473.51
3.0,921.0,979.0,2808.54,0.9999999997666336,0.1,3071.59,288.94
3.0,545.0,612.0,1360.62,0.9999999995346873,0.12,1488.63,179.52
2.0,541.0,583.0,2883.5,0.9999999997205382,0.1,3308.38,330.84
2.0,987.0,1029.0,2755.32,0.9999999998472664,0.07,3161.39,234.08
4.0,238.0,634.0,2789.3,0.9999999858655124,0.14,2980.78,420.39
2.0,111.0,309.0,2806.15,0.9999999936993467,0.13,3219.68,410.33
2.0,558.0,586.0,2676.31,0.9999999998215363,0.1,3070.78,306.35
3.0,684.0,1089.0,1202.98,0.9999999964685689,0.09,1316.29,116.16
7.0,779.0,918.0,3169.46,0.9999999991018167,0.17,3290.19,564.44
2.0,406.0,694.0,704.44,0.9999999967199134,0.09,809.56,74.46
1.0,164.0,448.0,1407.77,0.9999999938686188,0.09,1896.08,162.6
4.0,932.0,1006.0,2169.12,0.9999999996934112,0.11,2318.21,255.21
5.0,797.0,917.0,2974.0,0.9999999993430213,0.14,3135.08,422.23
5.0,1014.0,1033.0,1605.12,0.9999999999328324,0.13,1692.35,212.57
4.0,705.0,917.0,1606.12,0.9999999985147516,0.12,1716.72,199.46
4.0,894.0,932.0,2772.17,0.9999999998440339,0.12,2962.48,341.02
2.0,786.0,1066.0,1686.78,0.9999999984158339,0.07,1936.05,140.33
3.0,840.0,880.0,3252.75,0.9999999998268201,0.1,3557.23,355.73
3.0,459.0,785.0,5082.26,0.999999996004431,0.11,5557.37,591.55
4.0,995.0,1028.0,3319.42,0.9999999998794451,0.11,3547.13,385.5
3.0,538.0,553.0,5018.91,0.999999999901334,0.13,5488.11,693.27
1.0,90.0,164.0,4627.74,0.9999999975412586,0.12,6223.56,711.3
2.0,487.0,528.0,5359.25,0.9999999996973892,0.11,6147.42,642.51
5.0,658.0,823.0,4393.26,0.9999999987717956,0.14,4630.9,662.45
4.0,811.0,895.0,3898.99,0.9999999995912372,0.12,4166.32,490.8
1.0,560.0,977.0,2668.58,0.9999999967132278,0.06,3590.55,210.16
3.0,432.0,510.0,3453.86,0.9999999993056705,0.13,3777.1,494.24
1.0,816.0,933.0,1528.22,0.9999999994717248,0.06,2057.96,123.72
3.0,1005.0,1058.0,552.13,0.9999999998060731,0.09,604.74,54.31
2.0,551.0,1094.0,3627.72,0.9999999940410329,0.07,4161.8,296.93
3.0,693.0,899.0,3135.62,0.9999999986557964,0.1,3429.18,338.82
2.0,519.0,995.0,1884.58,0.9999999948108844,0.08,2162.88,163.38
2.0,939.0,1086.0,842.01,0.9999999993874449,0.07,967.32,69.33
3.0,614.0,634.0,2124.55,0.9999999998840376,0.12,2323.81,275.58
3.0,750.0,996.0,2499.51,0.9999999984479677,0.09,2733.74,254.56
3.0,183.0,440.0,4298.08,0.9999999930387002,0.14,4700.05,653.12
3.0,621.0,805.0,3105.42,0.9999999986890524,0.11,3396.16,356.67
2.0,1070.0,1070.0,3389.59,1.0,0.07,3888.73,281.23
1.0,591.0,771.0,209.95,0.9999999988392845,0.07,286.27,19.12
4.0,913.0,1007.0,1948.39,0.9999999995901407,0.11,2082.39,229.11
2.0,724.0,1013.0,4940.46,0.9999999981980399,0.08,5667.17,423.57
4.0,879.0,956.0,1061.08,0.999999999659305,0.11,1134.43,128.68
3.0,1050.0,1063.0,1758.06,0.9999999999564031,0.09,1923.14,172.23
4.0,1054.0,1069.0,2255.03,0.9999999999495655,0.11,2409.99,255.81
3.0,675.0,998.0,2393.43,0.9999999974503411,0.09,2617.77,243.47
3.0,678.0,827.0,3071.16,0.9999999990777808,0.1,3358.7,347.61
1.0,69.0,218.0,6442.15,0.9999999942992162,0.11,8662.04,931.08
1.0,952.0,1071.0,442.0,0.9999999995395954,0.06,598.13,33.14
3.0,232.0,812.0,4779.12,0.9999999761746684,0.11,5225.96,546.27
1.0,176.0,996.0,8011.25,0.9999999740227596,0.06,10770.84,623.32
2.0,310.0,397.0,602.22,0.9999999989619912,0.12,692.34,81.09
2.0,615.0,737.0,2072.98,0.9999999992317912,0.09,2378.92,212.21
3.0,349.0,682.0,2225.47,0.9999999944480529,0.12,2434.14,278.56
2.0,464.0,885.0,2032.65,0.9999999951291136,0.08,2332.67,188.52
1.0,89.0,547.0,1057.48,0.999999982652095,0.08,1425.31,112.44
4.0,674.0,769.0,3315.83,0.9999999994284621,0.13,3543.3,453.47
3.0,643.0,840.0,3315.74,0.9999999986231616,0.1,3626.1,372.1
2.0,458.0,879.0,1676.28,0.9999999950610068,0.08,1924.01,156.09
3.0,713.0,933.0,2965.82,0.9999999985819414,0.1,3243.54,313.76
4.0,596.0,620.0,2987.64,0.9999999998545428,0.14,3192.68,455.09
2.0,565.0,791.0,2773.55,0.9999999982810617,0.09,3182.29,273.51
3.0,597.0,802.0,2036.88,0.9999999984308316,0.11,2227.96,234.45
5.0,784.0,848.0,2512.77,0.9999999996801858,0.14,2648.97,372.77
4.0,508.0,1051.0,1016.88,0.9999999891372252,0.11,1087.2,116.59
1.0,452.0,573.0,1577.94,0.9999999990196695,0.08,2124.78,164.17
2.0,491.0,926.0,2066.35,0.9999999951878196,0.08,2371.32,186.78
4.0,1087.0,1092.0,2182.65,0.9999999999839164,0.11,2332.66,244.4
4.0,491.0,663.0,973.78,0.999999998332112,0.14,1041.16,143.69
4.0,571.0,1038.0,1799.49,0.9999999931578725,0.11,1923.31,207.81
4.0,772.0,975.0,3087.92,0.9999999987366519,0.11,3299.81,370.04
2.0,864.0,1011.0,5808.43,0.9999999993319866,0.08,6662.51,498.55
3.0,894.0,907.0,2393.8,0.9999999999487506,0.1,2618.17,257.39
4.0,880.0,1015.0,2392.88,0.999999999348574,0.11,2557.26,280.04
1.0,251.0,486.0,4813.38,0.9999999965247179,0.08,6473.05,537.14
3.0,877.0,1010.0,1532.64,0.9999999993856608,0.09,1676.69,154.85
4.0,1033.0,1058.0,3218.04,0.9999999999130487,0.11,3438.82,367.31
3.0,724.0,997.0,3557.36,0.9999999981425074,0.09,3890.25,362.04
1.0,204.0,407.0,4088.5,0.9999999964853086,0.09,5498.85,489.18
2.0,425.0,806.0,4770.28,0.9999999953846843,0.09,5472.02,465.6
3.0,477.0,967.0,794.13,0.9999999924927804,0.1,869.31,82.37
3.0,394.0,956.0,4395.32,0.9999999877702254,0.1,4806.36,458.44
1.0,436.0,852.0,2906.15,0.9999999957997359,0.06,3909.83,247.4
3.0,339.0,890.0,3426.6,0.9999999859570505,0.1,3747.29,372.36
3.0,823.0,904.0,1455.28,0.9999999996241733,0.1,1592.12,156.82
1.0,138.0,227.0,1508.32,0.9999999979231038,0.11,2031.22,216.19
3.0,912.0,918.0,2158.8,0.9999999999769946,0.1,2361.25,230.55
4.0,776.0,791.0,2533.49,0.9999999999313163,0.13,2707.48,341.35
1.0,20.0,225.0,1655.29,0.9999999849654062,0.11,2228.74,237.73
3.0,414.0,886.0,2677.42,0.9999999917020089,0.1,2928.24,291.71
2.0,841.0,841.0,2946.48,1.0,0.08,3380.6,281.07
2.0,501.0,508.0,4871.94,0.9999999999511895,0.11,5588.6,593.86
2.0,609.0,1048.0,1295.06,0.9999999961517394,0.07,1486.85,108.89
6.0,805.0,930.0,3208.55,0.9999999992851687,0.15,3352.04,509.31
4.0,537.0,738.0,4844.87,0.9999999981283423,0.13,5176.86,676.92
1.0,616.0,1008.0,4712.82,0.9999999972402378,0.06,6337.91,364.19
3.0,603.0,714.0,3424.03,0.9999999992622364,0.11,3744.48,418.75
4.0,1022.0,1066.0,2064.97,0.9999999998412155,0.11,2206.94,234.66
4.0,610.0,716.0,4468.34,0.9999999992782986,0.13,4774.59,634.09
4.0,798.0,1040.0,4986.04,0.9999999984530006,0.11,5327.68,574.99
2.0,309.0,416.0,1383.46,0.999999998696034,0.12,1588.22,182.82
2.0,833.0,1028.0,6526.13,0.9999999990399224,0.07,7485.53,554.59
3.0,719.0,1044.0,1763.58,0.9999999976084504,0.09,1929.17,174.67
7.0,779.0,1000.0,2821.85,0.999999998196202,0.16,2929.39,478.15
4.0,575.0,601.0,2222.43,0.9999999998360756,0.15,2375.16,343.55
2.0,849.0,965.0,3189.03,0.9999999994773172,0.08,3658.74,281.39
2.0,674.0,1038.0,604.99,0.9999999973594358,0.07,695.52,51.23
2.0,886.0,1085.0,3701.75,0.9999999990788078,0.07,4246.7,304.52
5.0,653.0,879.0,4076.57,0.9999999980562271,0.14,4297.13,592.76
3.0,943.0,1056.0,3715.01,0.9999999995277173,0.09,4062.6,365.3
4.0,707.0,873.0,2408.62,0.9999999989294006,0.12,2574.08,307.5
1.0,24.0,427.0,1762.48,0.9999999706063722,0.09,2372.79,207.3
3.0,825.0,831.0,4262.72,0.999999999974563,0.1,4661.39,481.17
2.0,684.0,774.0,919.36,0.9999999995058775,0.09,1056.02,91.82
3.0,527.0,954.0,567.97,0.9999999947475247,0.1,622.06,59.41
2.0,528.0,566.0,1110.52,0.9999999997418589,0.1,1275.23,129.25
3.0,499.0,1025.0,2431.74,0.9999999919151398,0.09,2659.65,243.47
4.0,1084.0,1087.0,499.46,0.9999999999903484,0.11,534.42,56.15
4.0,814.0,945.0,5662.85,0.9999999993163178,0.12,6050.75,690.98
1.0,34.0,534.0,2532.66,0.9999999663513184,0.08,3407.88,271.69
3.0,986.0,1019.0,1293.22,0.9999999998795277,0.09,1414.95,129.98
3.0,723.0,824.0,2346.65,0.999999999450786,0.1,2566.62,266.16
3.0,457.0,774.0,1909.81,0.9999999961526542,0.11,2089.04,224.04
4.0,657.0,767.0,2427.41,0.9999999993025899,0.13,2594.15,332.45
4.0,393.0,784.0,3133.78,0.9999999922017538,0.13,3348.8,424.22
5.0,793.0,901.0,2952.34,0.9999999994193036,0.14,3112.25,423.37
1.0,312.0,484.0,834.28,0.9999999979746295,0.08,1125.34,93.54
5.0,788.0,1020.0,3094.0,0.9999999983868026,0.13,3261.55,412.8
1.0,141.0,586.0,1793.42,0.9999999878755,0.08,2414.38,184.64
1.0,458.0,938.0,4182.42,0.9999999951704535,0.06,5625.07,337.13
3.0,572.0,643.0,1179.04,0.9999999995279407,0.12,1290.12,151.96
3.0,756.0,1067.0,2973.19,0.9999999978808229,0.09,3251.6,290.54
5.0,878.0,888.0,3872.58,0.9999999999597333,0.14,4082.14,559.89
2.0,1007.0,1024.0,4382.43,0.9999999999405851,0.08,5027.26,373.33
2.0,298.0,1002.0,1020.47,0.9999999814275701,0.08,1171.97,88.16
4.0,740.0,1034.0,1809.71,0.9999999977544594,0.11,1934.23,209.48
4.0,723.0,968.0,3052.29,0.9999999982338339,0.11,3261.74,367.32
2.0,979.0,1053.0,534.27,0.999999999721696,0.07,614.42,44.87
2.0,726.0,918.0,2029.33,0.999999998911052,0.08,2328.87,184.35
3.0,712.0,891.0,1869.66,0.9999999989057138,0.1,2045.15,203.09
3.0,263.0,630.0,1658.97,0.9999999912745076,0.12,1814.81,215.87
1.0,529.0,902.0,1487.33,0.9999999969755855,0.06,2003.01,122.76
3.0,831.0,946.0,3861.24,0.9999999994497331,0.1,4222.47,405.21
5.0,1014.0,1046.0,2820.18,0.9999999998843954,0.13,2972.96,370.63
2.0,577.0,709.0,4428.84,0.9999999991050101,0.09,5080.48,462.27
2.0,819.0,845.0,2894.0,0.9999999998873546,0.08,3320.42,275.34
3.0,549.0,823.0,3245.02,0.9999999974583431,0.1,3548.78,368.26
1.0,727.0,991.0,969.08,0.9999999985471497,0.06,1306.5,75.83
2.0,998.0,1043.0,2941.51,0.9999999998378,0.07,3374.9,247.87
5.0,701.0,747.0,3854.24,0.9999999997506985,0.15,4062.81,611.93
4.0,655.0,820.0,3050.08,0.9999999988447497,0.12,3259.38,403.04
6.0,818.0,843.0,2822.91,0.9999999998879476,0.16,2949.22,473.54
1.0,648.0,802.0,179.01,0.999999999106703,0.07,244.69,16.0
1.0,379.0,777.0,3958.11,0.9999999954625807,0.07,5323.61,354.09
2.0,263.0,467.0,1003.34,0.999999996807934,0.11,1152.32,126.79
4.0,557.0,673.0,2816.64,0.9999999991153798,0.14,3009.99,412.36
2.0,515.0,543.0,1540.37,0.9999999998066875,0.1,1768.16,182.55
2.0,681.0,1025.0,2367.46,0.9999999975813119,0.07,2716.61,201.62
3.0,347.0,488.0,1422.14,0.9999999982890462,0.13,1555.89,207.39
2.0,272.0,1018.0,2218.84,0.9999999770963027,0.08,2546.18,189.75
5.0,736.0,831.0,2596.75,0.9999999994604685,0.14,2737.48,389.54
4.0,758.0,942.0,1951.43,0.9999999988675807,0.12,2085.64,238.61
2.0,800.0,1032.0,5614.5,0.9999999987675368,0.07,6440.12,476.03
3.0,772.0,827.0,1901.34,0.999999999735872,0.1,2079.78,215.25
3.0,785.0,879.0,2241.68,0.999999999534726,0.1,2451.86,245.35
2.0,393.0,558.0,766.32,0.9999999983066654,0.1,880.52,89.82
1.0,615.0,619.0,3253.12,0.9999999999773661,0.08,4376.14,326.22
2.0,102.0,189.0,1881.26,0.9999999972473703,0.15,2159.07,312.75
2.0,759.0,945.0,1449.76,0.9999999989984856,0.08,1664.25,129.56
1.0,593.0,695.0,446.42,0.999999999372112,0.07,604.07,42.56
3.0,376.0,693.0,3051.27,0.9999999952503498,0.11,3336.96,378.84
4.0,674.0,708.0,1541.75,0.9999999998150448,0.13,1647.95,220.11
